observable_id,pauli_string,group_id,circuit_index,bits,invert
P1597,Y0 Z1 Z2 Z3 Y4 X5 Z6 X7,WT_TMP_G0020,0,0;1;2;3;4;5;6;7,false
P0563,X1 Z2 X3,WT_TMP_G0021,0,1;2;3,false
P0845,Y4 Z5 Y6 Y8 Z9 Y10,WT_TMP_G0021,0,4;5;6;8;9;10,false
P0963,X1 Z2 X3 Y8 Z9 Y10,WT_TMP_G0021,0,1;2;3;8;9;10,false
P0980,X1 Z2 X3 Z9,WT_TMP_G0021,0,1;2;3;9,false
P0988,Y8 Z9 Y10 Z11,WT_TMP_G0021,0,8;9;10;11,false
P1329,X1 X3,WT_TMP_G0021,0,1;3,false
P1368,Y8 Y10,WT_TMP_G0021,0,8;10,false
P1371,Z2 Y8 Z9 Y10,WT_TMP_G0021,0,2;8;9;10,false
P1379,X3 Y4 Y6 X7,WT_TMP_G0021,0,3;4;6;7,false
P1384,X1 Z2 X3 Z11,WT_TMP_G0021,0,1;2;3;11,false
P1387,Y8 Z9 Y10,WT_TMP_G0021,0,8;9;10,false
P1390,X1 Z2 X3 Y4 Z5 Y6,WT_TMP_G0021,0,1;2;3;4;5;6,false
P1417,Y0 X1 X3 Y4,WT_TMP_G0021,0,0;1;3;4,false
P1557,Y0 X1 X7 Y8,WT_TMP_G0021,0,0;1;7;8,false
P1571,Z5 Y8 Z9 Y10,WT_TMP_G0021,0,5;8;9;10,false
P1605,X1 Z2 X3 Z5,WT_TMP_G0021,0,1;2;3;5,false
P0815,X1 Z2 X3 Z4,WT_TMP_G0022,0,1;2;3;4,false
P1155,X1 Z2 X3 Z7,WT_TMP_G0022,0,1;2;3;7,false
P1323,Y0 X1 X3 Z4 Z5 Z6 Z7 Z8 Z9 Y10,WT_TMP_G0022,0,0;1;3;4;5;6;7;8;9;10,false
P1489,X1 Z2 X3 Z6,WT_TMP_G0022,0,1;2;3;6,false
P1567,X1 Z2 X3 Z8,WT_TMP_G0022,0,1;2;3;8,false
P0262,X4 Z5 Z6 Z7 X8,WT_TMP_G0023,0,4;5;6;7;8,false
P0767,X4 Z5 Z6 Z7 X8 Y9 Z10 Y11,WT_TMP_G0023,0,4;5;6;7;8;9;10;11,false
P0868,X2 Z3 X4 Z7,WT_TMP_G0023,0,2;3;4;7,false
P0946,X2 Z3 X4,WT_TMP_G0023,0,2;3;4,false
P1003,Z6 Y9 Z10 Y11,WT_TMP_G0023,0,6;9;10;11,false
P1158,X4 Z5 Z6 X8,WT_TMP_G0023,0,4;5;6;8,false
P1275,X2 Z3 X4 Z5,WT_TMP_G0023,0,2;3;4;5,false
P1332,X4 Z5 Z7 X8,WT_TMP_G0023,0,4;5;7;8,false
P1338,X4 Z5 Z6 Z7 X8 Z10,WT_TMP_G0023,0,4;5;6;7;8;10,false
P1352,X2 Z3 X4 Z10,WT_TMP_G0023,0,2;3;4;10,false
P1363,X2 Z3 X4 Y9 Z10 Y11,WT_TMP_G0023,0,2;3;4;9;10;11,false
P1366,X2 Z3 X4 Z6,WT_TMP_G0023,0,2;3;4;6,false
P1440,Z3 X4 Z5 Z6 Z7 X8,WT_TMP_G0023,0,3;4;5;6;7;8,false
P1452,Y0 X1 X8 Y9,WT_TMP_G0023,0,0;1;8;9,false
P1508,X2 Z3 Z5 Z6 Z7 X8,WT_TMP_G0023,0,2;3;5;6;7;8,false
P1728,X4 Z6 Z7 X8,WT_TMP_G0023,0,4;6;7;8,false
P0408,Y5 Z6 Z8 Y9,WT_TMP_G0024,0,5;6;8;9,false
P0451,Z4 Y7 Z8 Y9,WT_TMP_G0024,0,4;7;8;9,false
P1043,Z3 Y5 Z6 Y7,WT_TMP_G0024,0,3;5;6;7,false
P1207,X0 Z1 Z2 Z3 Z4 Y5 Y10 X11,WT_TMP_G0024,0,0;1;2;3;4;5;10;11,false
P1325,Z3 Y7 Z8 Y9,WT_TMP_G0024,0,3;7;8;9,false
P1326,Z2 Y5 Z6 Y7,WT_TMP_G0024,0,2;5;6;7,false
P1331,Z1 Y7 Z8 Y9,WT_TMP_G0024,0,1;7;8;9,false
P1335,Z2 Y7 Z8 Y9,WT_TMP_G0024,0,2;7;8;9,false
P1340,Z1 Y5 Z6 Y7,WT_TMP_G0024,0,1;5;6;7,false
P1430,Z6 Y7 Z8 Y9,WT_TMP_G0024,0,6;7;8;9,false
P1502,Y7 Y9,WT_TMP_G0024,0,7;9,false
P1515,Y5 Z6 Y7,WT_TMP_G0024,0,5;6;7,false
P1653,Z4 Y5 Z6 Y7,WT_TMP_G0024,0,4;5;6;7,false
P1684,Y5 Z6 Y7 Z8,WT_TMP_G0024,0,5;6;7;8,false
P1779,Y7 Z8 Y9,WT_TMP_G0024,0,7;8;9,false
P0699,Z5 Y7 Z8 Y9,WT_TMP_G0025,0,5;7;8;9,false
P0704,X0 Z1 Z2 Z3 Z4 Z5 X6 Z10,WT_TMP_G0025,0,0;1;2;3;4;5;6;10,false
P0850,X0 Z1 Z2 Z3 Z4 X6,WT_TMP_G0025,0,0;1;2;3;4;6,false
P0985,X0 Z2 Z3 Z4 Z5 X6,WT_TMP_G0025,0,0;2;3;4;5;6,false
P1121,X0 Z1 Z2 Z3 Z4 Z5 X6 Z8,WT_TMP_G0025,0,0;1;2;3;4;5;6;8,false
P1181,Z2 Y9 Z10 Y11,WT_TMP_G0025,0,2;9;10;11,false
P1301,X0 Z1 Z2 Z3 Z4 Z5 X6 Y7 Z8 Y9,WT_TMP_G0025,0,0;1;2;3;4;5;6;7;8;9,false
P1306,X0 Z1 Z2 Z3 Z5 X6,WT_TMP_G0025,0,0;1;2;3;5;6,false
P1317,Z8 Y9 Z10 Y11,WT_TMP_G0025,0,8;9;10;11,false
P1595,Y7 Z8 Y9 Z10,WT_TMP_G0025,0,7;8;9;10,false
P1699,X0 Z1 Z2 Z3 Z4 Z5 X6,WT_TMP_G0025,0,0;1;2;3;4;5;6,false
P1773,X0 Z1 Z2 Z3 Z4 Z5 X6 Y9 Z10 Y11,WT_TMP_G0025,0,0;1;2;3;4;5;6;9;10;11,false
P1809,X0 Z1 Z2 Z4 Z5 X6,WT_TMP_G0025,0,0;1;2;4;5;6,false
P0812,Y1 Y3,WT_TMP_G0026,0,1;3,false
P1177,X0 Y1 Y8 X9,WT_TMP_G0026,0,0;1;8;9,false
P1298,Y1 Z2 Y3,WT_TMP_G0026,0,1;2;3,false
P1299,Y1 Z2 Y3 Z4,WT_TMP_G0026,0,1;2;3;4,false
P1385,Y3 Z4 Z5 Z6 Z7 Y8 X9 X10,WT_TMP_G0026,0,3;4;5;6;7;8;9;10,false
P1485,Y1 Z2 Y3 Z6,WT_TMP_G0026,0,1;2;3;6,false
P1662,Y1 Z2 Y3 Z5,WT_TMP_G0026,0,1;2;3;5,false
P1693,Y1 Z2 Y3 Z7,WT_TMP_G0026,0,1;2;3;7,false
P1755,Y8 X9 X10 Y11,WT_TMP_G0026,0,8;9;10;11,false
P0263,Y2 Z3 Y4 Z6,WT_TMP_G0027,0,2;3;4;6,false
P0363,Y0 Z1 Y2 Y9 Z10 Y11,WT_TMP_G0027,0,0;1;2;9;10;11,false
P0543,Z1 Y2 Z3 Y4,WT_TMP_G0027,0,1;2;3;4,false
P0882,Y5 Z6 Z7 Y9,WT_TMP_G0027,0,5;6;7;9,false
P1080,Z3 Y5 Z6 Z7 Z8 Y9,WT_TMP_G0027,0,3;5;6;7;8;9,false
P1251,Y0 Z1 Y2 Z3,WT_TMP_G0027,0,0;1;2;3,false
P1268,Z1 Y5 Z6 Z7 Z8 Y9,WT_TMP_G0027,0,1;5;6;7;8;9,false
P1270,Y5 Z6 Z7 Z8 Y9 Z10,WT_TMP_G0027,0,5;6;7;8;9;10,false
P1294,Y5 Z6 Z7 Z8 Z10 Y11,WT_TMP_G0027,0,5;6;7;8;10;11,false
P1378,Y5 Z6 Z7 Z8 Y9,WT_TMP_G0027,0,5;6;7;8;9,false
P1391,Y2 Z3 Y4 Y9 Z10 Y11,WT_TMP_G0027,0,2;3;4;9;10;11,false
P1405,Y5 Z7 Z8 Y9,WT_TMP_G0027,0,5;7;8;9,false
P1519,Y0 Z1 Y2 Y5 Z6 Z7 Z8 Y9,WT_TMP_G0027,0,0;1;2;5;6;7;8;9,false
P1703,Y2 Z3 Y4 Y5 Z6 Z7 Z8 Y9,WT_TMP_G0027,0,2;3;4;5;6;7;8;9,false
P1752,Y2 Z3 Y4 Z8,WT_TMP_G0027,0,2;3;4;8,false
P0713,X1 X2 X10 X11,WT_TMP_G0028,0,1;2;10;11,false
P1077,X2 Z3 Z4 Y5 Y7 Z8 Z9 X10,WT_TMP_G0028,0,2;3;4;5;7;8;9;10,false
P1148,Y5 Z6 Y7 Z9,WT_TMP_G0028,0,5;6;7;9,false
P1778,Z0 Y5 Z6 Y7,WT_TMP_G0028,0,0;5;6;7,false
P0967,X4 Z5 Z6 X7 X9 X10,WT_TMP_G0029,0,4;5;6;7;9;10,false
P1257,Y1 Z2 Z3 X4 X10 Y11,WT_TMP_G0029,0,1;2;3;4;10;11,false
P1258,X0 Z2 Z3 X4,WT_TMP_G0029,0,0;2;3;4,false
P1259,Y1 Z2 Z3 X4 X7 Y8,WT_TMP_G0029,0,1;2;3;4;7;8,false
P0533,Y1 Z2 Y3 Y8 Z9 Y10,WT_TMP_G0030,0,1;2;3;8;9;10,false
P0544,Y4 Z6 Z7 Y8,WT_TMP_G0030,0,4;6;7;8,false
P0684,Y4 Z5 Z6 Z7 Y8 Z9,WT_TMP_G0030,0,4;5;6;7;8;9,false
P0863,Y4 Z5 Z6 Y8,WT_TMP_G0030,0,4;5;6;8,false
P0961,Y1 Z2 Y3 Y4 Z5 Z6 Z7 Y8,WT_TMP_G0030,0,1;2;3;4;5;6;7;8,false
P1154,Y4 Z5 Z6 Z7 Z9 Y10,WT_TMP_G0030,0,4;5;6;7;9;10,false
P1246,Z7 Y8 Z9 Y10,WT_TMP_G0030,0,7;8;9;10,false
P1249,Z0 Y1 Z2 Y3,WT_TMP_G0030,0,0;1;2;3,false
P1252,Y1 Z2 Y3 Z11,WT_TMP_G0030,0,1;2;3;11,false
P1254,Y4 Z5 Z6 Z7 Y8,WT_TMP_G0030,0,4;5;6;7;8,false
P1381,Y1 Z2 Y3 Z9,WT_TMP_G0030,0,1;2;3;9,false
P1541,Z6 Y8 Z9 Y10,WT_TMP_G0030,0,6;8;9;10,false
P1691,Z0 Y4 Z5 Z6 Z7 Y8,WT_TMP_G0030,0,0;4;5;6;7;8,false
P1702,Z2 Y4 Z5 Z6 Z7 Y8,WT_TMP_G0030,0,2;4;5;6;7;8,false
P1712,Y4 Z5 Z6 Z7 Y8 Z11,WT_TMP_G0030,0,4;5;6;7;8;11,false
P1762,Z0 Y8 Z9 Y10,WT_TMP_G0030,0,0;8;9;10,false
P0183,Y3 Z4 Z5 Z7 Z8 Y9,WT_TMP_G0031,0,3;4;5;7;8;9,false
P0586,Y3 Z4 Z5 Z6 Z7 Z8 Y9 Z10,WT_TMP_G0031,0,3;4;5;6;7;8;9;10,false
P0998,Y3 Z4 Z5 Z6 Z7 Y9,WT_TMP_G0031,0,3;4;5;6;7;9,false
P1094,Y3 Z4 Z5 Z6 Z7 Z8 Y9 Z11,WT_TMP_G0031,0,3;4;5;6;7;8;9;11,false
P1228,Y3 Z4 Z6 Z7 Z8 Y9,WT_TMP_G0031,0,3;4;6;7;8;9,false
P1240,Y3 Z4 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0031,0,3;4;5;6;7;8;9,false
P1242,Y0 Z1 Y2 Z11,WT_TMP_G0031,0,0;1;2;11,false
P1243,Z1 Y3 Z4 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0031,0,1;3;4;5;6;7;8;9,false
P1245,Y3 Z4 Z5 Z6 Z8 Y9,WT_TMP_G0031,0,3;4;5;6;8;9,false
P1292,Y3 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0031,0,3;5;6;7;8;9,false
P1351,Y0 Z1 Y2 Y3 Z4 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0031,0,0;1;2;3;4;5;6;7;8;9,false
P0818,Y5 Z6 Z7 Z8 Z9 Y11,WT_TMP_G0032,0,5;6;7;8;9;11,false
P0878,Y2 Z3 Z4 Z6 Z7 Z8 Z9 Y10,WT_TMP_G0032,0,2;3;4;6;7;8;9;10,false
P1227,Y1 Y2 Y10 Y11,WT_TMP_G0032,0,1;2;10;11,false
P1505,Y0 Y1 Y5 Z6 Z7 Z8 Z9 Y10,WT_TMP_G0032,0,0;1;5;6;7;8;9;10,false
P1666,Y1 Z3 Z4 Y5,WT_TMP_G0032,0,1;3;4;5,false
P1037,Y5 X6 X9 Y10,WT_TMP_G0033,0,5;6;9;10,false
P1039,Y3 Z4 Y5 Z7,WT_TMP_G0033,0,3;4;5;7,false
P1223,X6 Z7 Z8 X9 Y10 Y11,WT_TMP_G0033,0,6;7;8;9;10;11,false
P1225,Y2 Y3 X6 Z7 Z8 X9,WT_TMP_G0033,0,2;3;6;7;8;9,false
P1279,Y0 Y1 X6 Z7 Z8 X9,WT_TMP_G0033,0,0;1;6;7;8;9,false
P1041,Y4 Z5 Y6 Z8,WT_TMP_G0034,0,4;5;6;8,false
P1218,Y0 Z1 Y2 Y4 Z5 Y6,WT_TMP_G0034,0,0;1;2;4;5;6,false
P1220,Y3 Y4 Y6 Z7 Z8 Y9,WT_TMP_G0034,0,3;4;6;7;8;9,false
P1341,Z1 Y4 Z5 Y6,WT_TMP_G0034,0,1;4;5;6,false
P1790,Y4 Z5 Y6 Y9 Z10 Y11,WT_TMP_G0034,0,4;5;6;9;10;11,false
P0793,X5 Z6 Z7 Z9 Z10 X11,WT_TMP_G0035,0,5;6;7;9;10;11,false
P1071,Y1 Z2 Y3 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0035,0,1;2;3;5;6;7;8;9;10;11,false
P1210,Z0 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0035,0,0;5;6;7;8;9;10;11,false
P1211,X5 Z6 Z7 Z8 Z9 X11,WT_TMP_G0035,0,5;6;7;8;9;11,false
P1212,Y1 Z2 Y3 Z10,WT_TMP_G0035,0,1;2;3;10,false
P1213,Z4 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0035,0,4;5;6;7;8;9;10;11,false
P1248,X5 Z6 Z8 Z9 Z10 X11,WT_TMP_G0035,0,5;6;8;9;10;11,false
P1266,X5 Z7 Z8 Z9 Z10 X11,WT_TMP_G0035,0,5;7;8;9;10;11,false
P1327,Z2 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0035,0,2;5;6;7;8;9;10;11,false
P1425,X5 Z6 Z7 Z8 Z10 X11,WT_TMP_G0035,0,5;6;7;8;10;11,false
P1527,X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0035,0,5;6;7;8;9;10;11,false
P1713,Y1 Z2 Y3 Z8,WT_TMP_G0035,0,1;2;3;8,false
P0335,X9 Z10 X11,WT_TMP_G0036,0,9;10;11,false
P0508,Y2 Z3 Z4 Z5 Z6 Y8,WT_TMP_G0036,0,2;3;4;5;6;8,false
P0825,Z4 X9 Z10 X11,WT_TMP_G0036,0,4;9;10;11,false
P0926,Z7 X9 Z10 X11,WT_TMP_G0036,0,7;9;10;11,false
P1125,Z5 X9 Z10 X11,WT_TMP_G0036,0,5;9;10;11,false
P1185,Y2 Z3 Z4 Z6 Z7 Y8,WT_TMP_G0036,0,2;3;4;6;7;8,false
P1200,Z3 X9 Z10 X11,WT_TMP_G0036,0,3;9;10;11,false
P1202,Z1 X9 Z10 X11,WT_TMP_G0036,0,1;9;10;11,false
P1203,Y0 Z1 Z3 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0036,0,0;1;3;4;5;6;7;8,false
P1208,Y2 Z3 Z4 Z5 Z6 Z7 Y8 X9 Z10 X11,WT_TMP_G0036,0,2;3;4;5;6;7;8;9;10;11,false
P1209,Y2 Z3 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0036,0,2;3;4;5;6;7;8,false
P1264,Y0 Z1 Y2 X9 Z10 X11,WT_TMP_G0036,0,0;1;2;9;10;11,false
P1278,Y2 Z3 Z4 Z5 Z7 Y8,WT_TMP_G0036,0,2;3;4;5;7;8,false
P1493,Y2 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0036,0,2;4;5;6;7;8,false
P1516,Y2 Z3 Z4 Z5 Z6 Z7 Y8 Z10,WT_TMP_G0036,0,2;3;4;5;6;7;8;10,false
P1524,Y2 Z3 Z5 Z6 Z7 Y8,WT_TMP_G0036,0,2;3;5;6;7;8,false
P1584,Z6 X9 Z10 X11,WT_TMP_G0036,0,6;9;10;11,false
P1625,Z1 Y2 Z3 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0036,0,1;2;3;4;5;6;7;8,false
P0269,Y1 Z2 Z3 Z4 Z5 Z6 Y7 Z10,WT_TMP_G0037,0,1;2;3;4;5;6;7;10,false
P0924,Y1 Z2 Z3 Z5 Z6 Y7,WT_TMP_G0037,0,1;2;3;5;6;7,false
P1178,Y1 Z2 Z4 Z5 Z6 Y7,WT_TMP_G0037,0,1;2;4;5;6;7,false
P1182,Y1 Z3 Z4 Z5 Z6 Y7,WT_TMP_G0037,0,1;3;4;5;6;7,false
P1238,Y1 Z2 Z3 Z4 Z5 Z6 Y7,WT_TMP_G0037,0,1;2;3;4;5;6;7,false
P1525,Y0 Y1 X8 X9,WT_TMP_G0037,0,0;1;8;9,false
P1630,Y1 Z2 Z3 Z4 Z6 Y7,WT_TMP_G0037,0,1;2;3;4;6;7,false
P1732,Y1 Z2 Z3 Z4 Z5 Y7,WT_TMP_G0037,0,1;2;3;4;5;7,false
P1772,Y1 Z2 Z3 Z4 Z5 Z6 Y7 X9 Z10 X11,WT_TMP_G0037,0,1;2;3;4;5;6;7;9;10;11,false
P1777,Z2 X9 Z10 X11,WT_TMP_G0037,0,2;9;10;11,false
P0353,X0 Z1 Z2 Z3 Z5 Z6 Z7 X8,WT_TMP_G0038,0,0;1;2;3;5;6;7;8,false
P0396,Z3 X8 Z9 X10,WT_TMP_G0038,0,3;8;9;10,false
P0789,Z1 X8 Z9 X10,WT_TMP_G0038,0,1;8;9;10,false
P0826,X0 Z1 Z2 Z3 Z4 Z6 Z7 X8,WT_TMP_G0038,0,0;1;2;3;4;6;7;8,false
P0849,X8 X10,WT_TMP_G0038,0,8;10,false
P1007,X0 Z1 Z3 Z4 Z5 Z6 Z7 X8,WT_TMP_G0038,0,0;1;3;4;5;6;7;8,false
P1149,X8 Z9 X10,WT_TMP_G0038,0,8;9;10,false
P1156,X0 Z2 Z3 Z4 Z5 Z6 Z7 X8,WT_TMP_G0038,0,0;2;3;4;5;6;7;8,false
P1157,Z6 X8 Z9 X10,WT_TMP_G0038,0,6;8;9;10,false
P1164,Z2 X8 Z9 X10,WT_TMP_G0038,0,2;8;9;10,false
P1165,X0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 X8 Z11,WT_TMP_G0038,0,0;1;2;3;4;5;6;7;8;11,false
P1167,X0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 X8 Z9,WT_TMP_G0038,0,0;1;2;3;4;5;6;7;8;9,false
P1171,Z7 X8 Z9 X10,WT_TMP_G0038,0,7;8;9;10,false
P1172,Z5 X8 Z9 X10,WT_TMP_G0038,0,5;8;9;10,false
P1175,X0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 X8,WT_TMP_G0038,0,0;1;2;3;4;5;6;7;8,false
P1388,Z4 X8 Z9 X10,WT_TMP_G0038,0,4;8;9;10,false
P1402,X0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Z9 X10,WT_TMP_G0038,0,0;1;2;3;4;5;6;7;9;10,false
P1458,X0 Z1 Z2 Z3 Z4 Z5 Z7 X8,WT_TMP_G0038,0,0;1;2;3;4;5;7;8,false
P1470,X8 Z9 X10 Z11,WT_TMP_G0038,0,8;9;10;11,false
P1745,X0 Z1 Z2 Z3 Z4 Z5 Z6 X8,WT_TMP_G0038,0,0;1;2;3;4;5;6;8,false
P1759,X0 Z1 Z2 Z4 Z5 Z6 Z7 X8,WT_TMP_G0038,0,0;1;2;4;5;6;7;8,false
P0314,X2 Z3 Z4 Z5 X6 Z8,WT_TMP_G0039,0,2;3;4;5;6;8,false
P0890,Y0 Z1 X2 X6 Z7 Z8 Z9 Y10,WT_TMP_G0039,0,0;1;2;6;7;8;9;10,false
P1048,X2 Z3 Z4 Z5 X6 Z11,WT_TMP_G0039,0,2;3;4;5;6;11,false
P1147,X2 Z3 Z4 Z5 X6 Z9,WT_TMP_G0039,0,2;3;4;5;6;9,false
P1132,X7 X8 X10 X11,WT_TMP_G0040,0,7;8;10;11,false
P1135,Y0 Z1 Z2 X3 X5 Y6,WT_TMP_G0040,0,0;1;2;3;5;6,false
P1144,Y6 X7 X8 Y9,WT_TMP_G0040,0,6;7;8;9,false
P1195,X3 Z4 X5,WT_TMP_G0040,0,3;4;5,false
P1300,Y0 Z1 Z2 X3 X8 Y9,WT_TMP_G0040,0,0;1;2;3;8;9,false
P1350,Z2 X3 Z4 X5,WT_TMP_G0040,0,2;3;4;5,false
P1668,X5 Y6 Y9 X10,WT_TMP_G0040,0,5;6;9;10,false
P1683,Z1 X3 Z4 X5,WT_TMP_G0040,0,1;3;4;5,false
P1127,Y1 Z2 Z3 Y4 Y6 Z7 Z8 Z9 Z10 Y11,WT_TMP_G0041,0,1;2;3;4;6;7;8;9;10;11,false
P1474,X0 Y1 Y4 X5,WT_TMP_G0041,0,0;1;4;5,false
P0392,Y1 Z2 Z3 Y5,WT_TMP_G0042,0,1;2;3;5,false
P1061,Y5 Y6 X7 Z8 Z9 X10,WT_TMP_G0042,0,5;6;7;8;9;10,false
P1117,Y1 Z2 Z3 Z4 Y5 Z9,WT_TMP_G0042,0,1;2;3;4;5;9,false
P1118,Y1 Z2 Z3 Z4 Y5 Z8,WT_TMP_G0042,0,1;2;3;4;5;8,false
P1126,Y1 Z2 Z3 Z4 Y5 Z11,WT_TMP_G0042,0,1;2;3;4;5;11,false
P1568,X0 Y1 Y6 X7,WT_TMP_G0042,0,0;1;6;7,false
P1660,Y1 Z2 Z3 Z4 Y5,WT_TMP_G0042,0,1;2;3;4;5,false
P1798,Y1 Z2 Z4 Y5,WT_TMP_G0042,0,1;2;4;5,false
P0654,Y0 X1 X10 Y11,WT_TMP_G0043,0,0;1;10;11,false
P0984,X4 Y5 Y9 X10,WT_TMP_G0043,0,4;5;9;10,false
P1108,Y0 X1 X4 Y5,WT_TMP_G0043,0,0;1;4;5,false
P1235,X1 Z2 Z3 X4 Y5 Z6 Z7 Y8,WT_TMP_G0043,0,1;2;3;4;5;6;7;8,false
P0981,X0 Z1 X2 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0044,0,0;1;2;5;6;7;8;9;10;11,false
P1099,Z1 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0044,0,1;5;6;7;8;9;10;11,false
P1103,X2 Z3 X4 Z9,WT_TMP_G0044,0,2;3;4;9,false
P1106,X2 Z3 X4 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0044,0,2;3;4;5;6;7;8;9;10;11,false
P1170,Z3 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0044,0,3;5;6;7;8;9;10;11,false
P1237,X2 Z3 X4 Z8,WT_TMP_G0044,0,2;3;4;8,false
P1290,Z1 X2 Z3 X4,WT_TMP_G0044,0,1;2;3;4,false
P1013,Y3 Z4 Z5 Y6 Y8 Z9 Z10 Y11,WT_TMP_G0045,0,3;4;5;6;8;9;10;11,false
P1095,X1 X2 Y3 Z4 Z5 Y6,WT_TMP_G0045,0,1;2;3;4;5;6,false
P1097,X0 X1 Y8 Z9 Z10 Y11,WT_TMP_G0045,0,0;1;8;9;10;11,false
P1201,X2 Y3 Y6 X7,WT_TMP_G0045,0,2;3;6;7,false
P0992,X1 Z2 Z3 Z4 Z5 Z6 X7,WT_TMP_G0046,0,1;2;3;4;5;6;7,false
P1025,Z0 X1 Z2 Z3 Z4 Z5 Z6 X7,WT_TMP_G0046,0,0;1;2;3;4;5;6;7,false
P1069,X1 Z2 Z3 Z4 Z5 Z6 X7 Z9,WT_TMP_G0046,0,1;2;3;4;5;6;7;9,false
P1073,X1 Z2 Z3 Z4 Z6 X7,WT_TMP_G0046,0,1;2;3;4;6;7,false
P1079,X1 Z2 Z4 Z5 Z6 X7,WT_TMP_G0046,0,1;2;4;5;6;7,false
P1085,Z0 X8 Z9 X10,WT_TMP_G0046,0,0;8;9;10,false
P1090,X1 Z2 Z3 Z4 Z5 Z6 X7 X8 Z9 X10,WT_TMP_G0046,0,1;2;3;4;5;6;7;8;9;10,false
P1134,X1 Z2 Z3 Z5 Z6 X7,WT_TMP_G0046,0,1;2;3;5;6;7,false
P1441,X1 Z2 Z3 Z4 Z5 X7,WT_TMP_G0046,0,1;2;3;4;5;7,false
P1550,X1 Z2 Z3 Z4 Z5 Z6 X7 Z11,WT_TMP_G0046,0,1;2;3;4;5;6;7;11,false
P1614,X1 Z3 Z4 Z5 Z6 X7,WT_TMP_G0046,0,1;3;4;5;6;7,false
P0855,Z1 X4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0047,0,1;4;5;6;7;8;9;10,false
P0872,X4 Z5 Z6 Z8 Z9 X10,WT_TMP_G0047,0,4;5;6;8;9;10,false
P1063,X4 Z5 Z7 Z8 Z9 X10,WT_TMP_G0047,0,4;5;7;8;9;10,false
P1064,X4 Z5 Z6 Z7 Z8 X10,WT_TMP_G0047,0,4;5;6;7;8;10,false
P1067,Y0 Z1 Y2 X4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0047,0,0;1;2;4;5;6;7;8;9;10,false
P1219,Y3 X4 X10 Y11,WT_TMP_G0047,0,3;4;10;11,false
P1361,X4 Z5 Z6 Z7 Z9 X10,WT_TMP_G0047,0,4;5;6;7;9;10,false
P1435,X4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0047,0,4;5;6;7;8;9;10,false
P1495,X4 Z6 Z7 Z8 Z9 X10,WT_TMP_G0047,0,4;6;7;8;9;10,false
P0326,X0 Z1 Z2 Z3 Z4 Z5 Z6 X7 Y10 Y11,WT_TMP_G0048,0,0;1;2;3;4;5;6;7;10;11,false
P1447,X0 Z1 Z2 Z3 Z4 Z5 Z6 X7 Y8 Y9,WT_TMP_G0048,0,0;1;2;3;4;5;6;7;8;9,false
P0673,Z0 X1 Z2 X3,WT_TMP_G0049,0,0;1;2;3,false
P0782,Z0 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0049,0,0;7;8;9;10;11,false
P0956,Y4 Z5 Y6 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0049,0,4;5;6;7;8;9;10;11,false
P1051,X1 Z2 X3 Z10,WT_TMP_G0049,0,1;2;3;10,false
P1056,Z5 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0049,0,5;7;8;9;10;11,false
P1058,X1 Z2 X3 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0049,0,1;2;3;7;8;9;10;11,false
P1314,Z2 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0049,0,2;7;8;9;10;11,false
P0748,Y1 Z2 Z3 Z4 Y5 X9 Z10 X11,WT_TMP_G0050,0,1;2;3;4;5;9;10;11,false
P0801,Y1 Z2 Z3 Z4 Y5 Z10,WT_TMP_G0050,0,1;2;3;4;5;10,false
P0889,Y0 Y1 Y5 Y6,WT_TMP_G0050,0,0;1;5;6,false
P1011,Y6 Z7 Y8 X9 Z10 X11,WT_TMP_G0050,0,6;7;8;9;10;11,false
