observable_id,pauli_string,group_id,circuit_index,bits,invert
P1044,Z4 Y6 Z7 Y8,WT_TMP_G0050,0,4;6;7;8,false
P1049,Y1 Z2 Z3 Z4 Y5 Y6 Z7 Y8,WT_TMP_G0050,0,1;2;3;4;5;6;7;8,false
P1579,Y1 Z2 Z3 Z4 Y5 Z7,WT_TMP_G0050,0,1;2;3;4;5;7,false
P0568,Y0 Z1 Z2 Z3 Y4 Z5,WT_TMP_G0051,0,0;1;2;3;4;5,false
P0947,Y6 Y7 X10 X11,WT_TMP_G0051,0,6;7;10;11,false
P1042,Y0 Z1 Z2 Z3 Z5 Y6,WT_TMP_G0051,0,0;1;2;3;5;6,false
P1098,Y4 Z5 Y6 Y7 Z8 Y9,WT_TMP_G0051,0,4;5;6;7;8;9,false
P1142,Y0 Z1 Z2 Z3 Y4 Y7 Z8 Y9,WT_TMP_G0051,0,0;1;2;3;4;7;8;9,false
P1020,X6 Z7 X8 Z11,WT_TMP_G0052,0,6;7;8;11,false
P1026,Y0 Z1 Y2 X6 Z7 X8,WT_TMP_G0052,0,0;1;2;6;7;8,false
P1129,Y2 Z3 Z4 Z5 X6 X8 Z9 Y10,WT_TMP_G0052,0,2;3;4;5;6;8;9;10,false
P1015,X7 X8 Y9 Y10,WT_TMP_G0053,0,7;8;9;10,false
P1016,X1 Y2 Y10 X11,WT_TMP_G0053,0,1;2;10;11,false
P1021,Y2 Z3 Z4 Z5 Z6 X7 X8 Y9,WT_TMP_G0053,0,2;3;4;5;6;7;8;9,false
P1482,X0 X1 X7 X8,WT_TMP_G0053,0,0;1;7;8,false
P1498,X8 Y9 Y10 X11,WT_TMP_G0053,0,8;9;10;11,false
P1008,X0 Y1 Y3 Z4 Z5 X6,WT_TMP_G0054,0,0;1;3;4;5;6,false
P1014,Y1 Z2 Y3 Y7 Z8 Y9,WT_TMP_G0054,0,1;2;3;7;8;9,false
P1244,X6 Y7 Y9 X10,WT_TMP_G0054,0,6;7;9;10,false
P1349,Y7 Z8 Y9 Z11,WT_TMP_G0054,0,7;8;9;11,false
P0174,Z3 Y6 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,3;6;7;8;9;10,false
P0282,Z4 Y6 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,4;6;7;8;9;10,false
P0565,Y2 Z3 Z4 Z5 Y6 Z7,WT_TMP_G0055,0,2;3;4;5;6;7,false
P0646,Y2 Z3 Z4 Z5 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,2;3;4;5;7;8;9;10,false
P0724,Y2 Z3 Z4 Z5 Y6 Z9,WT_TMP_G0055,0,2;3;4;5;6;9,false
P0736,Y2 Z3 Z4 Z5 Y6 Z11,WT_TMP_G0055,0,2;3;4;5;6;11,false
P0792,Y6 Z7 Z8 Z9 Y10 Z11,WT_TMP_G0055,0,6;7;8;9;10;11,false
P0885,Y6 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,6;7;8;9;10,false
P0991,Y0 Z1 Z3 Z4 Z5 Y6,WT_TMP_G0055,0,0;1;3;4;5;6,false
P0996,Z1 Y2 Z3 Z4 Z5 Y6,WT_TMP_G0055,0,1;2;3;4;5;6,false
P1002,Y0 Z1 Y2 Y6 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,0;1;2;6;7;8;9;10,false
P1062,Y2 Z3 Z4 Z5 Y6,WT_TMP_G0055,0,2;3;4;5;6,false
P1115,Z5 Y6 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,5;6;7;8;9;10,false
P1265,Y6 Z7 Z8 Y10,WT_TMP_G0055,0,6;7;8;10,false
P1353,Y6 Z8 Z9 Y10,WT_TMP_G0055,0,6;8;9;10,false
P1462,Z1 Y6 Z7 Z8 Z9 Y10,WT_TMP_G0055,0,1;6;7;8;9;10,false
P1658,Y2 Z4 Z5 Y6,WT_TMP_G0055,0,2;4;5;6,false
P1679,Y2 Z3 Z4 Y6,WT_TMP_G0055,0,2;3;4;6,false
P1787,Y2 Z3 Z4 Z5 Y6 Z8,WT_TMP_G0055,0,2;3;4;5;6;8,false
P0516,Y1 Z2 Z3 Y4 Y10 Y11,WT_TMP_G0056,0,0;1;2;3;9;10,false
P0976,Y1 Z2 Z3 Y4 Y6 Z7 Z8 Y9,WT_TMP_G0056,0,0;1;2;3;5;6;7;8,false
P0978,Y4 Y5 Y9 Y10,WT_TMP_G0056,0,3;4;8;9,false
P1466,Y5 Y6 Y10 Y11,WT_TMP_G0056,0,4;5;9;10,false
P0135,X5 Z7 Z8 X9,WT_TMP_G0057,0,5;7;8;9,false
P0552,X5 Z6 Z7 Z8 X9,WT_TMP_G0057,0,5;6;7;8;9,false
P0773,Z0 X9 Z10 X11,WT_TMP_G0057,0,0;9;10;11,false
P0962,Z4 X5 Z6 Z7 Z8 X9,WT_TMP_G0057,0,4;5;6;7;8;9,false
P0965,X5 Z6 Z7 X9,WT_TMP_G0057,0,5;6;7;9,false
P0966,X5 Z6 Z7 Z8 X9 Z10,WT_TMP_G0057,0,5;6;7;8;9;10,false
P0969,Y1 Z2 Y3 X5 Z6 Z7 Z8 X9,WT_TMP_G0057,0,1;2;3;5;6;7;8;9,false
P0972,Z0 X5 Z6 Z7 Z8 X9,WT_TMP_G0057,0,0;5;6;7;8;9,false
P0973,Z2 X5 Z6 Z7 Z8 X9,WT_TMP_G0057,0,2;5;6;7;8;9,false
P1122,Z8 X9 Z10 X11,WT_TMP_G0057,0,8;9;10;11,false
P1727,Y1 Z2 Y3 X9 Z10 X11,WT_TMP_G0057,0,1;2;3;9;10;11,false
P0159,Z3 Y4 Z5 Z6 Z7 Y8,WT_TMP_G0058,0,3;4;5;6;7;8,false
P0951,X0 Y1 Y10 X11,WT_TMP_G0058,0,0;1;10;11,false
P0957,Y1 X2 X9 Y10,WT_TMP_G0058,0,1;2;9;10,false
P0199,Y4 X5 X6 Z7 Z8 Y9,WT_TMP_G0059,0,4;5;6;7;8;9,false
P0580,X0 Z1 Z2 Y3 Y4 X5,WT_TMP_G0059,0,0;1;2;3;4;5,false
P0831,X0 Z1 Z2 Y3 Y10 X11,WT_TMP_G0059,0,0;1;2;3;10;11,false
P0950,Y3 Y4 X5 X6,WT_TMP_G0059,0,3;4;5;6,false
P0549,X2 Z3 Z4 Z5 Z6 Z7 X8,WT_TMP_G0060,0,2;3;4;5;6;7;8,false
P0592,X2 Z3 Z4 Z5 Z6 X8,WT_TMP_G0060,0,2;3;4;5;6;8,false
P0938,X2 Z4 Z5 Z6 Z7 X8,WT_TMP_G0060,0,2;4;5;6;7;8,false
P0940,Z0 Z1,WT_TMP_G0060,0,0;1,false
P0943,Z0 X2 Z3 Z4 Z5 Z6 Z7 X8,WT_TMP_G0060,0,0;2;3;4;5;6;7;8,false
P0948,Z1 X2 Z3 Z4 Z5 Z6 Z7 X8,WT_TMP_G0060,0,1;2;3;4;5;6;7;8,false
P0974,X2 Z3 Z4 Z5 Z6 Z7 X8 Y9 Z10 Y11,WT_TMP_G0060,0,2;3;4;5;6;7;8;9;10;11,false
P1651,Z0 Y9 Z10 Y11,WT_TMP_G0060,0,0;9;10;11,false
P1718,X2 Z3 Z4 Z5 Z6 Z7 X8 Z10,WT_TMP_G0060,0,2;3;4;5;6;7;8;10,false
P1780,X2 Z3 Z4 Z6 Z7 X8,WT_TMP_G0060,0,2;3;4;6;7;8,false
P0317,Z0 X4 Z5 X6,WT_TMP_G0061,0,0;4;5;6,false
P0915,X1 Z2 X3 X6 Z7 X8,WT_TMP_G0061,0,1;2;3;6;7;8,false
P0932,X4 Z5 X6 Z7,WT_TMP_G0061,0,4;5;6;7,false
P0934,X1 Z2 X3 X4 Z5 X6,WT_TMP_G0061,0,1;2;3;4;5;6,false
P0936,X4 Z5 X6 Z10,WT_TMP_G0061,0,4;5;6;10,false
P0937,X3 X4 X8 Z9 Z10 X11,WT_TMP_G0061,0,3;4;8;9;10;11,false
P1753,Z0 X6 Z7 X8,WT_TMP_G0061,0,0;6;7;8,false
P0356,X5 Y6 Y7 X8,WT_TMP_G0062,0,5;6;7;8,false
P0437,X1 Z3 Z4 X5,WT_TMP_G0062,0,1;3;4;5,false
P0931,Y2 Z3 Z4 X5 X8 Z9 Z10 Y11,WT_TMP_G0062,0,2;3;4;5;8;9;10;11,false
P1465,Y0 X1 X5 Y6,WT_TMP_G0062,0,0;1;5;6,false
P0925,Y0 Z1 Z2 Y3 X4 Z5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0063,0,0;1;2;3;4;5;6;7;8;9;10;11,false
P0808,X6 X7 X9 X10,WT_TMP_G0064,0,6;7;9;10,false
P1133,X0 Z1 Z2 Z3 Z4 Z5 X6 X7 Z8 X9,WT_TMP_G0064,0,0;1;2;3;4;5;6;7;8;9,false
P1184,X0 Z1 Z2 Z3 Z4 Z5 X6 Z11,WT_TMP_G0064,0,0;1;2;3;4;5;6;11,false
P1399,Z4 X7 Z8 X9,WT_TMP_G0064,0,4;7;8;9,false
P1546,Z5 X7 Z8 X9,WT_TMP_G0064,0,5;7;8;9,false
P0919,X0 Z1 Z2 Z3 X4 Z9,WT_TMP_G0065,0,0;1;2;3;4;9,false
P0923,X4 Y5 Y6 X7,WT_TMP_G0065,0,4;5;6;7,false
P1189,X0 Z1 Z2 Z3 X4,WT_TMP_G0065,0,0;1;2;3;4,false
P1416,X0 Z1 Z2 Z3 X4 X8 Z9 X10,WT_TMP_G0065,0,0;1;2;3;4;8;9;10,false
P1492,Y5 Y6 X7 X8,WT_TMP_G0065,0,5;6;7;8,false
P1552,X0 Z1 Z2 Z3 X4 Z11,WT_TMP_G0065,0,0;1;2;3;4;11,false
P0867,Y2 Z3 Z4 X5 X7 Y8,WT_TMP_G0066,0,2;3;4;5;7;8,false
P0914,Z4 X5 Z6 X7,WT_TMP_G0066,0,4;5;6;7,false
P0917,Y0 Z1 Y2 X5 Z6 X7,WT_TMP_G0066,0,0;1;2;5;6;7,false
P1140,X5 Z6 X7 Z10,WT_TMP_G0066,0,5;6;7;10,false
P1141,X5 Z6 X7 Z9,WT_TMP_G0066,0,5;6;7;9,false
P1598,X7 Z9 Z10 X11,WT_TMP_G0066,0,7;9;10;11,false
P0266,Y0 Z1 Y2 X8 Z9 X10,WT_TMP_G0067,0,0;1;2;8;9;10,false
P0911,Y7 X8 X10 Y11,WT_TMP_G0067,0,7;8;10;11,false
P0913,Y3 Z4 Z5 Z6 Y7 X8 Z9 X10,WT_TMP_G0067,0,3;4;5;6;7;8;9;10,false
P1316,Y0 Z1 Y2 Y3 Z4 Z5 Z6 Y7,WT_TMP_G0067,0,0;1;2;3;4;5;6;7,false
P0338,Y1 Y2 Y4 Y5,WT_TMP_G0068,0,1;2;4;5,false
P0909,Y0 Y1 X8 Z9 Z10 X11,WT_TMP_G0068,0,0;1;8;9;10;11,false
P1415,Y4 Y5 X8 Z9 Z10 X11,WT_TMP_G0068,0,4;5;8;9;10;11,false
P1549,X3 Y4 Y5 Z6 Z7 X8,WT_TMP_G0068,0,3;4;5;6;7;8,false
P0254,X0 X1 X5 X6,WT_TMP_G0069,0,0;1;5;6,false
P0401,X1 Z2 Z3 X4 X10 X11,WT_TMP_G0069,0,1;2;3;4;10;11,false
P0904,X1 Z2 Z3 X5,WT_TMP_G0069,0,1;2;3;5,false
P0908,X5 X6 X8 X9,WT_TMP_G0069,0,5;6;8;9,false
P1204,X4 X5 X7 X8,WT_TMP_G0069,0,4;5;7;8,false
P1232,X1 Z2 Z3 X4 X8 X9,WT_TMP_G0069,0,1;2;3;4;8;9,false
P1303,X1 Z2 Z3 X4 X6 X7,WT_TMP_G0069,0,1;2;3;4;6;7,false
P1356,X0 X1 X9 X10,WT_TMP_G0069,0,0;1;9;10,false
P1721,X4 X5 X9 X10,WT_TMP_G0069,0,4;5;9;10,false
P0896,X3 Z4 X5 Z10,WT_TMP_G0070,0,3;4;5;10,false
P0899,Z0 X3 Z4 X5,WT_TMP_G0070,0,0;3;4;5,false
P0901,X1 Z2 X3 X5 Z6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0070,0,1;2;3;5;6;7;8;9;10;11,false
P0930,X3 Z4 X5 Z6,WT_TMP_G0070,0,3;4;5;6,false
P1214,X1 Z2 Z4 X5,WT_TMP_G0070,0,1;2;4;5,false
P1344,X3 Z4 X5 Z9,WT_TMP_G0070,0,3;4;5;9,false
P1512,X3 Z4 X5 Z7,WT_TMP_G0070,0,3;4;5;7,false
P1646,X3 Z4 X5 Z8,WT_TMP_G0070,0,3;4;5;8,false
P0887,X0 X1 Y4 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0071,0,0;1;4;5;6;7;8;9,false
P0892,X0 X1 Y10 Y11,WT_TMP_G0071,0,0;1;10;11,false
P0895,X2 X3 Y10 Y11,WT_TMP_G0071,0,2;3;10;11,false
P0897,X2 X3 Y4 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0071,0,2;3;4;5;6;7;8;9,false
P1262,Y4 Z5 Z6 Z7 Z8 Y10,WT_TMP_G0071,0,4;5;6;7;8;10,false
P1410,X1 X2 Y9 Y10,WT_TMP_G0071,0,1;2;9;10,false
P0886,X0 Z1 Z2 X3 Y8 Y9,WT_TMP_G0072,0,0;1;2;3;8;9,false
P1645,X3 Z4 Z5 Z6 Z7 Y8 Y9 X10,WT_TMP_G0072,0,3;4;5;6;7;8;9;10,false
P0240,Z0 Y7 Z8 Y9,WT_TMP_G0073,0,0;7;8;9,false
P0344,X5 Z6 Y7 Y9 Z10 X11,WT_TMP_G0073,0,5;6;7;9;10;11,false
P0876,X1 Z2 Z3 Z4 X5,WT_TMP_G0073,0,1;2;3;4;5,false
P0879,X1 Z2 Z3 Z4 X5 Z6,WT_TMP_G0073,0,1;2;3;4;5;6,false
P0881,X1 Z2 Z3 Z4 X5 Y7 Z8 Y9,WT_TMP_G0073,0,1;2;3;4;5;7;8;9,false
P1035,Z0 X1 Z2 Z3 Z4 X5,WT_TMP_G0073,0,0;1;2;3;4;5,false
P1263,X1 Z2 Z3 Z4 X5 Z10,WT_TMP_G0073,0,1;2;3;4;5;10,false
P1612,X1 Z2 Z3 Z4 X5 Z8,WT_TMP_G0073,0,1;2;3;4;5;8,false
P0807,Y0 Y1 Y7 Y8,WT_TMP_G0074,0,0;1;7;8,false
P0864,Y7 Y8 Y10 Y11,WT_TMP_G0074,0,7;8;10;11,false
P0865,X3 Y4 Y8 X9,WT_TMP_G0074,0,3;4;8;9,false
P1188,Y2 X3 X9 Y10,WT_TMP_G0074,0,2;3;9;10,false
P1804,Y1 Y2 Y4 Z5 Z6 Y7,WT_TMP_G0074,0,1;2;4;5;6;7,false
P0959,X2 Z3 Z4 Z5 Z6 Z7 Z8 Y9 Y10 X11,WT_TMP_G0075,0,2;3;4;5;6;7;8;9;10;11,false
P1724,Y0 X1 X2 Z3 Z4 Z5 Z6 Z7 Z8 Y9,WT_TMP_G0075,0,0;1;2;3;4;5;6;7;8;9,false
P0858,X5 Y6 Y10 X11,WT_TMP_G0076,0,5;6;10;11,false
P0861,X1 Z2 Z3 X4 Y7 Y8,WT_TMP_G0076,0,1;2;3;4;7;8,false
P1180,Y0 X1 X9 Y10,WT_TMP_G0076,0,0;1;9;10,false
P1304,X4 X5 Y6 Y7,WT_TMP_G0076,0,4;5;6;7,false
P1382,X5 Y6 Y8 X9,WT_TMP_G0076,0,5;6;8;9,false
P0854,X2 Z4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0077,0,2;4;5;6;7;8;9;10,false
P0856,X0 Y1 Y3 Z4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0077,0,0;1;3;4;5;6;7;8;9;10,false
P1563,Y1 X2 X10 Y11,WT_TMP_G0077,0,1;2;10;11,false
P0709,X2 Z3 Z4 Z6 Z7 Z8 Z9 X10,WT_TMP_G0078,0,2;3;4;6;7;8;9;10,false
P0836,X2 Z3 Z4 Z5 Z7 Z8 Z9 X10,WT_TMP_G0078,0,2;3;4;5;7;8;9;10,false
P0837,X2 Z3 Z4 Z5 Z6 Z8 Z9 X10,WT_TMP_G0078,0,2;3;4;5;6;8;9;10,false
P0840,X0 Z1 X2 Z11,WT_TMP_G0078,0,0;1;2;11,false
P0841,X2 Z3 Z4 Z5 Z6 Z7 Z9 X10,WT_TMP_G0078,0,2;3;4;5;6;7;9;10,false
P0843,X2 Z3 Z4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0078,0,2;3;4;5;6;7;8;9;10,false
P0851,X2 Z3 Z4 Z5 Z6 Z7 Z8 X10,WT_TMP_G0078,0,2;3;4;5;6;7;8;10,false
P1205,X0 Z1 Z3 Z4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0078,0,0;1;3;4;5;6;7;8;9;10,false
P1231,X2 Z3 Z4 Z5 Z6 Z7 Z8 Z9 X10 Z11,WT_TMP_G0078,0,2;3;4;5;6;7;8;9;10;11,false
P1406,Z1 X2 Z3 Z4 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0078,0,1;2;3;4;5;6;7;8;9;10,false
P1520,X2 Z3 Z5 Z6 Z7 Z8 Z9 X10,WT_TMP_G0078,0,2;3;5;6;7;8;9;10,false
P0421,Y5 Y6 X9 X10,WT_TMP_G0079,0,5;6;9;10,false
P1288,Y6 Z7 Z8 X9 X10 Y11,WT_TMP_G0079,0,6;7;8;9;10;11,false
P1358,X0 Z1 Z2 Z3 Z4 Y5 Y6 Z7 Z8 X9,WT_TMP_G0079,0,0;1;2;3;4;5;6;7;8;9,false
P0805,Y0 Z1 Y2 X5 Z6 Z7 Z8 X9,WT_TMP_G0080,0,0;1;2;5;6;7;8;9,false
P0824,X5 Z6 Z7 Z8 X9 Z11,WT_TMP_G0080,0,5;6;7;8;9;11,false
P0829,Z1 X5 Z6 Z7 Z8 X9,WT_TMP_G0080,0,1;5;6;7;8;9,false
P0835,Y2 Y3 X4 X5,WT_TMP_G0080,0,2;3;4;5,false
P1451,Y3 X4 X9 Y10,WT_TMP_G0080,0,3;4;9;10,false
P0763,Z3 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0081,0,3;7;8;9;10;11,false
P0817,X2 Z3 X4 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0081,0,2;3;4;7;8;9;10;11,false
P0819,X2 Z3 X4 Y5 Z6 Y7,WT_TMP_G0081,0,2;3;4;5;6;7,false
P0821,Z6 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0081,0,6;7;8;9;10;11,false
P0832,X0 Z1 X2 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0081,0,0;1;2;7;8;9;10;11,false
P0994,Y5 Z6 Y7 Z10,WT_TMP_G0081,0,5;6;7;10,false
P1053,Y5 Z6 Z8 Z9 Z10 Y11,WT_TMP_G0081,0,5;6;8;9;10;11,false
P1738,X0 Z1 X2 Y5 Z6 Y7,WT_TMP_G0081,0,0;1;2;5;6;7,false
P1746,Z1 Y7 Z8 Z9 Z10 Y11,WT_TMP_G0081,0,1;7;8;9;10;11,false
P0929,X0 Z1 Z2 Z3 Z4 Z5 Z6 Y7 Y8 Z9 Z10 X11,WT_TMP_G0082,0,0;1;2;3;4;5;6;7;8;9;10;11,false
P0502,X6 Z7 Z8 X10,WT_TMP_G0083,0,6;7;8;10,false
P0814,Y0 Z1 Z2 Z3 Z4 Y5 X6 Z7 Z8 X9,WT_TMP_G0083,0,0;1;2;3;4;5;6;7;8;9,false
P0945,Y5 X6 X10 Y11,WT_TMP_G0083,0,5;6;10;11,false
P0794,X1 Z2 Z3 Z4 Z5 Z7 Z8 X9,WT_TMP_G0084,0,1;2;3;4;5;7;8;9,false
P0806,X1 Z3 Z4 Z5 Z6 Z7 Z8 X9,WT_TMP_G0084,0,1;3;4;5;6;7;8;9,false
P0810,X1 Z2 Z3 Z5 Z6 Z7 Z8 X9,WT_TMP_G0084,0,1;2;3;5;6;7;8;9,false
P0869,X1 Z2 Z3 Z4 Z6 Z7 Z8 X9,WT_TMP_G0084,0,1;2;3;4;6;7;8;9,false
P0952,X1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 X9 Z10,WT_TMP_G0084,0,1;2;3;4;5;6;7;8;9;10,false
P1092,X1 Z2 Z4 Z5 Z6 Z7 Z8 X9,WT_TMP_G0084,0,1;2;4;5;6;7;8;9,false
P1120,X1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 X9,WT_TMP_G0084,0,1;2;3;4;5;6;7;8;9,false
P1408,X1 Z2 Z3 Z4 Z5 Z6 Z8 X9,WT_TMP_G0084,0,1;2;3;4;5;6;8;9,false
P1437,X1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 X9 Z11,WT_TMP_G0084,0,1;2;3;4;5;6;7;8;9;11,false
P1523,Z0 X1 Z2 Z3 Z4 Z5 Z6 Z7 Z8 X9,WT_TMP_G0084,0,0;1;2;3;4;5;6;7;8;9,false
P1775,X1 Z2 Z3 Z4 Z5 Z6 Z7 X9,WT_TMP_G0084,0,1;2;3;4;5;6;7;9,false
P0790,Y5 Z7 Z8 Z9 Z10 Y11,WT_TMP_G0085,0,5;7;8;9;10;11,false
P0795,Y1 X2 X4 Y5,WT_TMP_G0085,0,1;2;4;5,false
P0796,Z0 X2 Z3 X4,WT_TMP_G0085,0,0;2;3;4,false
P0802,Y5 Z6 Z7 Z8 Z9 Z10 Y11,WT_TMP_G0085,0,5;6;7;8;9;10;11,false
P0804,X2 Z3 X4 Y5 Z6 Z7 Z8 Z9 Z10 Y11,WT_TMP_G0085,0,2;3;4;5;6;7;8;9;10;11,false
P0860,Y5 Z6 Z7 Z9 Z10 Y11,WT_TMP_G0085,0,5;6;7;9;10;11,false
P1159,Z0 Y5 Z6 Z7 Z8 Z9 Z10 Y11,WT_TMP_G0085,0,0;5;6;7;8;9;10;11,false
P1255,Z3 Y5 Z6 Z7 Z8 Z9 Z10 Y11,WT_TMP_G0085,0,3;5;6;7;8;9;10;11,false
P0830,X1 X2 Y5 Z6 Z7 Z8 Z9 Y10,WT_TMP_G0086,0,0;1;4;5;6;7;8;9,false
P1815,X2 Z3 X4 Z11,WT_TMP_G0086,0,1;2;3;10,false
P0775,Y4 Z5 Y6 X9 Z10 X11,WT_TMP_G0087,0,4;5;6;9;10;11,false
P0786,X1 Z2 X3 X7 Z8 X9,WT_TMP_G0087,0,1;2;3;7;8;9,false
P0979,Z0 X7 Z8 X9,WT_TMP_G0087,0,0;7;8;9,false
P1072,X7 Z8 X9 Z10,WT_TMP_G0087,0,7;8;9;10,false
P1192,Y4 Z5 Y6 X7 Z8 X9,WT_TMP_G0087,0,4;5;6;7;8;9,false
P1701,X1 Z2 X3 X9 Z10 X11,WT_TMP_G0087,0,1;2;3;9;10;11,false
P1788,X7 Z8 Z10 X11,WT_TMP_G0087,0,7;8;10;11,false
P0208,X5 Z6 X7 Y9 Z10 Y11,WT_TMP_G0088,0,5;6;7;9;10;11,false
P0411,X0 Z1 Z2 Z3 Z4 X5 Y8 Y9,WT_TMP_G0088,0,0;1;2;3;4;5;8;9,false
P0558,Y0 Z1 Z2 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0089,0,0;1;2;4;5;6;7;8,false
P0781,Y0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Y8 Z10,WT_TMP_G0089,0,0;1;2;3;4;5;6;7;8;10,false
P0783,Y0 Z2 Z3 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0089,0,0;2;3;4;5;6;7;8,false
P0784,Y0 Z1 Z2 Z3 Z4 Z5 Z7 Y8,WT_TMP_G0089,0,0;1;2;3;4;5;7;8,false
P0905,Y0 Z1 Z2 Z3 Z4 Z6 Z7 Y8,WT_TMP_G0089,0,0;1;2;3;4;6;7;8,false
P1400,Y0 Z1 Z2 Z3 Z5 Z6 Z7 Y8,WT_TMP_G0089,0,0;1;2;3;5;6;7;8,false
P1507,Y0 Z1 Z2 Z3 Z4 Z5 Z6 Y8,WT_TMP_G0089,0,0;1;2;3;4;5;6;8,false
P1576,Y0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Y8,WT_TMP_G0089,0,0;1;2;3;4;5;6;7;8,false
P1811,Y0 Z1 Z2 Z3 Z4 Z5 Z6 Z7 Y8 Y9 Z10 Y11,WT_TMP_G0089,0,0;1;2;3;4;5;6;7;8;9;10;11,false
P0778,X1 Y2 Y5 X6,WT_TMP_G0090,0,1;2;5;6,false
P0779,X0 X1 Y2 Z3 Z4 Y5,WT_TMP_G0090,0,0;1;2;3;4;5,false
P0964,Y2 Z3 Z4 Y5 X6 Z7 Z8 Z9 Z10 X11,WT_TMP_G0090,0,2;3;4;5;6;7;8;9;10;11,false
P0772,Z1 Y3 Z4 Y5,WT_TMP_G0091,0,1;3;4;5,false
P0774,Y3 Z4 Y5 Z6,WT_TMP_G0091,0,3;4;5;6,false
P0776,Y5 Z6 Z7 Y8 Y10 Y11,WT_TMP_G0091,0,5;6;7;8;10;11,false
P0777,Y0 Z1 Z2 Y3 Y5 Z6 Z7 Y8,WT_TMP_G0091,0,0;1;2;3;5;6;7;8,false
P1193,Z2 Y3 Z4 Y5,WT_TMP_G0091,0,2;3;4;5,false
P1615,Y0 Z1 Z2 Y3 Y9 Y10,WT_TMP_G0091,0,0;1;2;3;9;10,false
P0769,Y0 Y1 X2 Z3 Z4 X5,WT_TMP_G0092,0,0;1;2;3;4;5,false
P0770,Y1 X2 X5 Y6,WT_TMP_G0092,0,1;2;5;6,false
P0771,X2 Z3 Z4 X5 Y6 Z7 Z8 Y9,WT_TMP_G0092,0,2;3;4;5;6;7;8;9,false
P1506,X2 Z3 Z4 X5 Y10 Y11,WT_TMP_G0092,0,2;3;4;5;10;11,false
P0574,Y2 Z3 Z4 Z5 Z6 Z7 Z9 Y10,WT_TMP_G0093,0,2;3;4;5;6;7;9;10,false
P0759,Z4 Y8 Z9 Y10,WT_TMP_G0093,0,4;8;9;10,false
P0762,Z1 Y8 Z9 Y10,WT_TMP_G0093,0,1;8;9;10,false
P0764,Z3 Y8 Z9 Y10,WT_TMP_G0093,0,3;8;9;10,false
P0765,Y0 Z1 Y2 Y8 Z9 Y10,WT_TMP_G0093,0,0;1;2;8;9;10,false
P0768,Y2 Z3 Z4 Z5 Z6 Z7 Y8 Z11,WT_TMP_G0093,0,2;3;4;5;6;7;8;11,false
P1169,Y2 Z3 Z4 Z5 Z6 Z7 Y8 Z9,WT_TMP_G0093,0,2;3;4;5;6;7;8;9,false
P0390,Y3 Z4 Z5 Y6 X9 X10,WT_TMP_G0094,0,3;4;5;6;9;10,false
P1146,X0 Z1 Z2 Y3 Y6 Z7 Z8 X9,WT_TMP_G0094,0,0;1;2;3;6;7;8;9,false
P0226,X0 Z1 X2 X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,0;1;2;7;8;9;10;11,false
P0750,Z5 X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,5;7;8;9;10;11,false
P0752,Z3 X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,3;7;8;9;10;11,false
P0753,X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,7;8;9;10;11,false
P0755,X7 Z8 Z9 X11,WT_TMP_G0095,0,7;8;9;11,false
P0757,X2 Z3 X4 X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,2;3;4;7;8;9;10;11,false
P1083,X4 Z5 X6 X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,4;5;6;7;8;9;10;11,false
P1556,X0 Z1 X2 X4 Z5 X6,WT_TMP_G0095,0,0;1;2;4;5;6,false
P1687,Z3 X4 Z5 X6,WT_TMP_G0095,0,3;4;5;6,false
P1784,Z1 X7 Z8 Z9 Z10 X11,WT_TMP_G0095,0,1;7;8;9;10;11,false
