orbital,energy_hartree,occupation,ligand_population
189,-0.38719874507487817,2.0,0.0023098786296983686
190,-0.3750472860517575,2.0,0.9632300957417859
191,-0.37239267109257157,2.0,0.9404808024751378
192,-0.36647461357038447,2.0,0.016726157469217816
193,-0.36297835002737855,2.0,0.002118669646393041
194,-0.3616007272883697,2.0,0.08844555768356006
195,-0.35463285648029874,2.0,0.45647535894257063
196,-0.3531623293449448,2.0,0.19511580148803928
197,-0.34546152004050745,2.0,0.512882986188709
198,-0.34472487446858896,2.0,0.43546455341151646
199,-0.33212001188264817,2.0,0.38513476833158405
200,-0.3302778571275169,2.0,0.0014556875803955122
201,-0.32726868572120194,2.0,0.006647940468340379
202,-0.3251634762856772,2.0,0.9778708158313418
203,-0.3178108944144997,2.0,0.9771312483768212
204,-0.2960942028834759,2.0,0.1100232737615049
205,-0.2899161327748314,2.0,0.8246334030268491
206,-0.2846628114924501,2.0,0.026812875073433984
207,-0.27839727430954575,2.0,0.7340009976576283
208,-0.27033282738022146,2.0,0.0016459470016838582
209,-0.2686959409516594,2.0,0.0344159483419041
210,-0.26530565204906664,2.0,0.21110683035868702
211,-0.2489962482653163,2.0,0.029123267355852626
212,-0.24690971171548126,2.0,0.0011544044399761282
213,-0.23756096833258167,2.0,0.0010383870066416698
214,-0.23425527400375223,2.0,0.9849997545221953
215,-0.21870194500301388,2.0,0.9996392090408834
216,-0.20968862315652137,2.0,0.0001879238965629547
217,-0.20465659144870108,2.0,0.00010007244124653496
218,-0.16496367935794254,2.0,0.010803310847202567
219,-0.09389810917121455,2.0,0.010105308323704121
220,-0.08391757101924835,2.0,0.0029357771072039685
221,-0.037230230962335575,2.0,0.0014450540245974479
222,0.04300069104004489,0.0,4.903409712241837e-06
223,0.19367247822434952,0.0,0.9532040661663616
224,0.21034299417209512,0.0,0.05299366338436196
225,0.24964141433712883,0.0,0.9961031582073891
226,0.2811065713790504,0.0,0.9989737815767836
227,0.29460760710873246,0.0,0.00017255368793341923
228,0.2966167074449749,0.0,0.016108071763017387
229,0.3148783520685804,0.0,0.9973986522740217
230,0.34981210589648215,0.0,3.9150462619702714e-05
231,0.36633461019337954,0.0,0.0008353784838535189
232,0.382541035079357,0.0,1.1929092644507988e-05
233,0.406735119870129,0.0,0.0005745217919028457
234,0.43894032438536257,0.0,0.1371239317341518
235,0.4409169738864358,0.0,0.8973051034825104
236,0.45091549997715596,0.0,0.009899030844898321
237,0.48500874272218925,0.0,0.1757554264620717
238,0.48567724866468753,0.0,0.813014127219077
239,0.49551976901430805,0.0,0.002579942254230286
240,0.5188371106757305,0.0,0.8555899921814104
241,0.5293890297853112,0.0,0.3035510045011133
242,0.5325626355237533,0.0,0.2718279979675835
243,0.5357182669768762,0.0,0.5704800506137649
244,0.5503954394908549,0.0,0.8921974187574626
245,0.5520398049390922,0.0,0.016165457733943626
246,0.5586740123358231,0.0,0.7048483109598387
247,0.5696035846986449,0.0,0.009662919720327371
248,0.5729741888240064,0.0,0.02801967200807053
249,0.5786911667827221,0.0,0.9358006756391924
250,0.592027876236776,0.0,0.017802392375533774
251,0.5999954421179267,0.0,0.5238219864191235
252,0.6019405333517277,0.0,0.4485594887198112
253,0.6067259331748007,0.0,0.9421963729892351
254,0.6105354885185156,0.0,0.43091638626530243
255,0.6150270633000664,0.0,0.13656961592087535
256,0.6186129511695537,0.0,0.2004304792814707
257,0.6195503258543591,0.0,0.22616780918054386
258,0.6254787726166827,0.0,0.15817950096106
259,0.6353835107441036,0.0,0.08355484294150703
260,0.6375256001416738,0.0,0.11554006209634388
261,0.6410882497774676,0.0,0.2650521858391308
262,0.6453456290360238,0.0,0.5207467578591102
263,0.6533247692299009,0.0,0.5582151321440036
264,0.6559119798943673,0.0,0.7500003259038667
265,0.6582384871704925,0.0,0.243532540980887
266,0.6597074285489753,0.0,0.2824586982139437
267,0.6630016013819955,0.0,0.040590316005907165
268,0.6704277116457434,0.0,0.04162162431104598
269,0.6742779920399185,0.0,0.14525587160315054
270,0.6778660131212589,0.0,0.2248845458463111
271,0.6828633265878449,0.0,0.627809491385366
272,0.6846194156860024,0.0,0.7087515664827209
273,0.6878670848249697,0.0,0.35123781540144916
274,0.6930786298836465,0.0,0.25420796774660864
275,0.6946445611405638,0.0,0.7547746544708723
276,0.6995589246123289,0.0,0.7291789244471657
