orbital,energy_hartree,occupation,ligand_population
282,0.8537762871519765,0.0,0.8393412702806375
283,0.8564421913027946,0.0,0.1449196877161231
284,0.8599439725234477,0.0,0.16260721042965828
285,0.8631818385502625,0.0,0.08266851738838805
286,0.8646643041702775,0.0,0.009058330727485341
287,0.8662967722983047,0.0,0.3288062923321692
288,0.8690777163489471,0.0,0.03689418096090704
289,0.8697642014270026,0.0,0.03638894700342186
290,0.8746062256949345,0.0,0.32157775782292647
291,0.8771617351798298,0.0,0.121741199382477
292,0.8794413285568589,0.0,0.09178089699090773
293,0.884186714267816,0.0,0.07967071449720017
294,0.8898568653672374,0.0,0.7747967983621736
295,0.8903362308539247,0.0,0.21453203512750674
296,0.8948697778116403,0.0,0.045987062909051205
297,0.9035540937638135,0.0,0.04224818990103778
298,0.9046953995146217,0.0,0.014453055701765959
299,0.9115485313147327,0.0,0.05455284458502355
300,0.9154802919323141,0.0,0.016937892748127206
301,0.916241025549936,0.0,0.006370875700514822
302,0.9173114352505811,0.0,0.09844927039494364
303,0.9258861269218205,0.0,0.5916496255932806
304,0.9323533930059,0.0,0.19188505108120882
305,0.9340427017715658,0.0,0.028123374739971552
306,0.9390205369329974,0.0,0.0819177345776694
307,0.9624416254402435,0.0,0.23726609441361468
308,0.9674406546190707,0.0,0.03604713615458328
309,0.9692511382492766,0.0,0.6785422072353815
310,0.9696383593445977,0.0,0.2698169732259887
311,0.9777962215996158,0.0,0.01725706034687412
312,0.981780787866361,0.0,0.09816192064490521
313,0.9947727427019288,0.0,0.9310987982073063
314,0.9998264753113267,0.0,0.9129894921232314
315,0.9999073095006088,0.0,0.3555959492469044
316,1.001531322046268,0.0,0.34090455694101535
317,1.0118234151136352,0.0,0.9340301846206336
318,1.0192353543102888,0.0,0.0012609146525983613
319,1.0406514629058354,0.0,0.30469011708991756
320,1.0450977949627158,0.0,0.03898528276655076
321,1.0562229470415823,0.0,0.9965300453882653
322,1.092990486072487,0.0,0.001059556554227964
323,1.100791920836775,0.0,0.003640835095736876
324,1.1205035061520914,0.0,0.9638116880654548
325,1.1567854082962399,0.0,0.023707773147774194
326,1.1672903939943116,0.0,0.02162752351281586
327,1.173085793655276,0.0,0.024015110886480572
328,1.176235682253284,0.0,0.924219294748723
329,1.198608978073833,0.0,0.9994595972775117
330,1.2217842099313447,0.0,0.03470206445366121
331,1.2434497345556985,0.0,0.9832685060711398
332,1.2463044102820895,0.0,0.0437578602254514
